,App,Category,Rating,Reviews,Size,Installs,Price,Content Rating,GenrePrincipal,Last Updated,GenreSecondaire
7686,IV Calc CP Calculator Toolkit,25,4.2,242,3200000,10000,0.0,0,40,2016-10-06,0
7687,CP Plus Showcase,4,4.3,236,7000000,50000,0.0,0,4,2018-03-09,0
7688,CP Calculator,18,4.1,187,2900000,10000,0.0,0,9,2016-09-13,0
7689,iTooch Mathématiques CP,18,4.3,1018,35000000,100000,0.0,0,8,2017-06-28,4
7690,gCMOB,25,4.2,7935,21000000,1000000,0.0,0,40,2018-01-08,0
7691,CP Connect 2.0,27,,0,5800000,500,0.0,0,42,2017-08-17,0
7692,Evolution CP,18,3.6,13,4700000,500,0.0,0,9,2016-09-04,0
7693,IV Go（get IV for Pokemon）,17,4.6,132282,20000000,1000000,0.0,0,17,2018-07-31,0
7694,CP Smart Check List,26,,1,3900000,10,0.0,0,41,2017-08-14,0
7695,Ditto CP Calculator GO,25,4.3,34,12000000,1000,0.0,0,40,2018-02-25,0
7696,Foothills CP,18,5.0,4,7800000,100,0.0,1,8,2018-06-25,0
7697,CP Installer App,4,5.0,4,24000000,100,0.0,0,4,2018-07-24,0
7698,CP Trivia,17,5.0,5,12000000,100,0.0,0,29,2018-08-06,0
7700,CP Surprise,16,3.8,2548,4900000,100000,0.0,0,16,2018-01-30,0
7701,Evolve CP Calc. for PokemonGo,25,3.9,116,3300000,10000,0.0,0,40,2016-12-18,0
7702,CP Cloud,4,,3,5400000,100,0.0,0,4,2018-07-24,0
7703,GO CP Evolution Calculator,18,,5,2400000,100,0.0,0,9,2017-01-29,0
7704,ClanPlay: Community and Tools for Gamers,6,4.8,34443,27000000,1000000,0.0,1,6,2018-06-28,0
7705,CP Calculator - Poke Go Calc,18,4.1,7,22000000,500,0.0,0,9,2016-09-17,0
7706,Contents Provider(C.P.)Explorer,25,4.0,1,1200000,100,0.0,0,40,2018-06-20,0
7707,Cp Calculator for Evolution:GO,18,4.8,124,2500000,500,0.0,0,9,2016-08-23,0
7708,Calcy IV,25,4.8,36557,14000000,1000000,0.0,0,40,2018-08-03,0
7709,CP Brown English-Telugu Dictionary,18,4.4,8,6800000,500,0.0,0,8,2017-11-10,0
7710,CP Parquet,16,,2,1200000,100,0.0,0,16,2016-05-11,0
7711,CP evolution calculator Pokemo,18,4.1,78,787000,10000,0.0,0,31,2017-02-26,0
7712,C.P. CERVANTES (TOBARRA),20,,0,4900000,5,0.0,0,36,2018-07-24,0
7713,Sporting CP Keyboard Theme,23,,45,5300000,5000,0.0,0,24,2017-10-24,0
7714,Meu Calendário CP,25,,37,6500000,100,0.0,0,40,2018-08-05,0
7715,Crusaders Quest,18,4.4,475020,69000000,5000000,0.0,2,30,2018-07-26,0
7716,CQ Hotels,24,4.3,15,14000000,10000,0.0,0,39,2018-07-06,0
7717,CQ,31,3.7,7,3400000,1000,0.0,2,45,2018-05-18,0
7718,Curio Quest,18,4.3,59152,50000000,1000000,0.0,2,30,2018-03-29,0
7719,CQ-Mobile,6,,10,8100000,1000,0.0,0,6,2016-11-28,0
7720,CQ Key,25,,0,1700000,100,0.0,0,40,2018-04-26,0
7721,Sabbath School 4,18,4.3,2871,18000000,100000,0.0,0,8,2015-05-08,0
7722,CQ Mobile,11,2.7,36,18000000,1000,0.0,0,11,2018-07-10,0
7723,Cardinal Quest 2,18,4.4,19207,36000000,100000,0.0,0,30,2016-09-19,0
7724,CQ-Alert,6,,3,8100000,500,0.0,0,6,2016-11-28,0
7725,SDA Collegiate Quarterly,3,4.5,8,5100000,500,0.0,0,3,2018-07-13,0
7726,CQ SIGNAL PRO 5,11,,0,1600000,10,0.0,0,11,2017-04-17,0
7727,CQ: Lost In Transmission,17,4.2,4,61000000,10,0.0,0,22,2018-05-13,0
7728,HR Team CQ Region Ed Qld,4,,0,4100000,500,0.0,0,4,2018-01-12,0
7729,Roll Call News,31,3.7,24,10000000,5000,0.0,0,45,2015-12-24,0
7730,UFO-CQ,25,,1,237000,10,0.99,0,40,2016-07-04,0
7731,CQ ESPM,4,5.0,2,3400000,5,0.0,0,4,2017-06-03,0
7732,SHUTTLLS CQ - Connect Ride Go,24,,0,18000000,5,0.0,0,39,2018-04-26,0
7733,QRZ Assistant,6,4.2,1044,3500000,100000,0.0,0,6,2018-05-30,0
7734,Palavras la cq,17,3.9,783,3400000,100000,0.0,0,29,2014-10-18,0
7735,CQ Ukraine,27,,0,9100000,10,0.0,0,42,2018-06-25,0
7736,Pocket Prefix Plus,6,4.5,192,15000000,10000,0.0,0,6,2018-02-12,0
7737,CQ Electrical Group,27,,0,14000000,1,0.0,0,42,2018-07-19,0
7738,10 WPM Amateur ham radio CW Morse code trainer,6,3.5,10,3800000,100,1.49,0,6,2018-05-12,0
7739,Sabbath School,3,4.7,28237,10000000,100000,0.0,0,3,2018-04-22,0
7740,Gunship Modern Combat 3D,17,4.2,3247,26000000,500000,0.0,1,22,2017-07-25,0
7742,ClanManagerTT2,18,4.7,55,3300000,1000,0.0,0,19,2018-07-24,0
7743,Christian Questions Podcast,18,4.6,222,15000000,10000,0.0,0,8,2018-03-28,0
7744,Sniper Killer Shooter,17,4.0,119368,19000000,10000000,0.0,1,22,2017-02-21,0
7745,25WPM Amateur ham radio Koch CW Morse code trainer,25,,0,3700000,10,1.49,0,40,2018-05-18,0
7747,Cypress College Library,3,,0,2100000,100,0.0,0,3,2015-12-07,0
7748,Create My App,4,,0,11000000,10,0.0,0,4,2018-04-24,0
7749,Snowboard Racing Free Fun Game,17,3.8,4552,43000000,100000,0.0,0,26,2016-10-26,0
7750,theCut,16,4.7,499,6900000,50000,0.0,0,16,2018-05-10,0
7751,الفاتحون Conquerors,18,4.5,108130,40000000,5000000,0.0,1,21,2018-08-03,0
7753,RIDE ZERO,17,4.6,8778,36000000,100000,0.0,1,32,2018-01-02,0
7754,CricQuick,23,5.0,17,1500000,50,0.0,0,24,2017-12-08,0
7755,Next Island: Dino Village,18,3.9,29,37000000,1000,0.0,2,19,2018-05-04,0
7756,iReadMe,27,5.0,8,22000000,100,0.0,0,42,2018-03-06,0
7757,Global Shop,4,,0,3300000,50,0.0,0,4,2018-02-23,0
7758,Webmail web mobile app,25,2.3,395,2600000,100000,0.0,0,40,2018-08-05,0
7759,QC,18,,4,34000000,100,0.0,0,23,2016-10-05,0
7760,Traffic Info and Traffic Alert,32,3.6,695,2900000,100000,0.0,0,46,2018-01-28,0
7761,Color Quartets,18,4.0,42,12000000,1000,0.0,0,19,2016-11-15,0
7762,Ham Radio Prefixes,6,3.7,218,3700000,10000,0.0,0,6,2014-07-12,0
7763,Battle Result Predictor for CR,25,4.2,7063,17000000,1000000,0.0,0,40,2017-02-04,0
7764,Deck Advisor for CR,25,4.1,37975,23000000,5000000,0.0,0,40,2017-02-02,0
7765,Card Creator for CR,25,4.4,117850,17000000,10000000,0.0,0,40,2018-05-19,0
7766,CR & CoC Private Server - Clash Barbarians PRO,18,4.6,167974,5000000,500000,0.0,0,9,2018-07-27,0
7767,Deck Analyzer for CR,25,4.2,2630,18000000,100000,0.0,0,40,2017-02-02,0
7768,Chest Simulator for Clash Royale,18,4.4,4756,33000000,100000,0.0,0,27,2018-07-19,0
7769,Clash Soundboard For CR & COC,18,4.3,13,26000000,500,0.0,0,9,2018-01-03,0
7770,Quiz for Clash Royale™,18,4.0,3788,32000000,100000,0.0,0,9,2018-07-18,0
7771,CR Blue Icon Pack,26,4.5,323,38000000,10000,0.0,0,41,2014-12-04,0
7772,Chest Calculator for CR,18,3.9,14754,21000000,1000000,0.0,2,9,2018-07-22,0
7773,Ultimate Calculator for CR,27,3.7,7389,41000000,500000,0.0,0,42,2017-03-15,0
7774,DCUO|CR Calculator Pro,25,4.6,82,1700000,500,0.99,0,40,2017-08-14,0
7775,Servidor Privado CR y CoC - Royale Servers PRO,25,,55,4300000,100,1.99,0,40,2017-12-24,0
7776,Stats CR Clan for Clash Royale,18,3.8,16,9900000,100,0.0,0,9,2018-07-25,0
7777,Ultimate Clash Royale Tracker,18,4.7,92010,5900000,1000000,0.0,0,21,2018-07-04,0
7778,Chest Opener for CR - The Circle Game,18,,68,2700000,5000,0.0,0,9,2018-01-07,0
7779,Deck Simulator for CR,25,3.4,202,12000000,10000,0.0,0,40,2017-06-16,0
7780,Stats Royale for Clash Royale,3,4.5,68226,16000000,1000000,0.0,0,3,2018-08-06,0
7781,Counter Deck Calculator for CR,25,4.1,3446,19000000,500000,0.0,0,40,2017-02-04,0
7782,CR Calculator,25,4.3,297,2800000,50000,0.0,0,40,2018-01-27,0
7783,Servidor Privado de CR y CoC - Light Royale,18,4.6,3106,3600000,10000,0.0,0,9,2018-05-17,0
7784,Helper for Clash Royale (All-in-1),18,4.3,6078,37000000,500000,0.0,0,9,2017-11-10,0
7785,"CR Fans: Mazos, Clanes y Grupos",18,4.3,219,4300000,5000,0.0,0,9,2017-12-21,0
7786,DCUO|CR Calculator Lite,25,4.0,182,1700000,10000,0.0,0,40,2017-08-14,0
7787,CR -Call Recorder,25,,4,3100000,100,0.0,0,40,2017-09-19,0
7788,CR Best Decks,18,3.5,34,30000000,1000,0.0,0,21,2017-07-05,0
7789,CR Family,18,2.3,10,5200000,1000,0.0,0,8,2017-02-08,0
7790,CR Monitor,1,,1,2800000,5,0.0,0,1,2018-04-27,0
7791,JavaScript Editor CR,25,3.9,114,18000000,5000,0.0,0,40,2018-03-16,0
7792,Jetting for Honda CR dirt bike,23,4.1,7,3400000,100,3.49,0,24,2016-04-13,0
7793,CR-Red,26,4.5,561,41000000,10000,0.0,0,41,2014-12-04,0
7794,Deck Shop for Clash Royale,18,4.6,2167,13000000,100000,0.0,0,9,2018-08-06,0
7795,Royale Tournaments,18,4.4,2420,6700000,50000,0.0,1,9,2018-07-28,0
7796,Deck Builder & Analyzer for CR,18,3.1,52,9800000,5000,0.0,0,9,2017-05-04,0
7797,Chest Tracker for Clash Royale,25,4.3,77717,14000000,5000000,0.0,0,40,2016-12-29,0
7798,Jeppesen CR Flight Computer,32,3.3,3,26000000,100,9.99,0,46,2016-10-05,0
7799,Cr Aviation Academy,18,5.0,7,22000000,100,0.0,0,8,2017-08-09,0
7800,The ClubHouse CR,13,,5,8700000,100,0.0,0,13,2018-07-09,0
7801,CR-V Service Manual,1,4.2,12,88000000,500,0.0,0,1,2018-02-19,0
7802,Java Editor CR,25,3.8,434,18000000,50000,0.0,0,40,2018-03-16,0
7803,XML Editor CR,25,3.3,47,18000000,5000,0.0,0,40,2018-03-16,0
7804,Evolution Marketing CR,13,,14,1300000,1000,0.0,0,13,2018-03-30,0
7805,CR Tracker for Chests,25,5.0,6,4500000,50,0.0,0,40,2018-06-05,0
7806,CR Magazine,4,1.0,1,7800000,100,0.0,0,4,2014-07-23,0
7807,Ultimate Chest Tracker,27,4.5,40328,23000000,1000000,0.0,0,42,2016-10-17,0
7810,CamScanner (License),27,4.4,26358,50000,500000,1.99,0,42,2014-01-17,0
7811,Assault Line CS Online Fps Go,17,4.1,52163,70000000,1000000,0.0,3,22,2016-07-13,0
7812,Standoff 2,17,4.5,299046,47000000,10000000,0.0,3,22,2018-07-12,0
7813,Counter Online FPS Game,17,4.2,41089,42000000,5000000,0.0,1,22,2018-07-25,0
7814,CS Customizer,6,3.7,25,3700000,1000,0.0,0,6,2017-02-06,0
7815,Combat Strike CS 🔫 Counter Terrorist Attack FPS💣,17,4.1,1019,39000000,100000,0.0,1,22,2018-07-23,0
7816,CS-Touch,18,3.9,337,22000000,10000,0.0,0,8,2018-05-11,0
7817,Ultimate Quiz for CS:GO - Skins | Cases | Players,17,4.5,2526,22000000,100000,0.0,0,29,2018-02-14,0
7818,Аim Training for CS,17,3.6,2328,12000000,100000,0.0,0,22,2014-10-25,0
7819,Sniper Traning for CS GO,17,3.2,655,14000000,50000,0.0,1,22,2016-05-18,0
7820,NetClient CS,4,3.5,125,4300000,10000,0.0,0,4,2018-01-05,0
7822,Asiimov Skin - CS GO Icon Pack,26,4.6,26,8500000,100,2.49,0,41,2017-12-03,0
7823,CS Interview Questions (TechQ),18,4.8,33,6700000,5000,0.0,0,8,2017-01-27,0
7824,Your rank CS:GO,17,4.1,4946,7500000,100000,0.0,1,29,2017-07-16,0
7825,Guide for CS:GO,18,4.4,16459,88000000,500000,0.0,0,9,2017-07-15,0
7826,CS Interview FAQs,18,4.3,99,1100000,10000,0.0,0,8,2013-02-11,0
7827,CS,4,,5,8300000,100,0.0,0,4,2015-08-13,0
7828,Mobile CS,4,4.0,13,5700000,1000,0.0,0,4,2017-10-06,0
7829,Mobile CS:GO,17,3.1,1015,643000,100000,0.0,0,22,2015-11-11,0
7830,Counter Terrorist Gun Strike CS: Special Forces,17,4.2,211,44000000,10000,0.0,1,22,2017-08-18,0
7831,C.S. Lewis Daily Quotes,16,4.1,75,11000000,10000,0.0,0,16,2018-01-14,0
7832,CS go bomb simulator,18,,7,28000000,10,0.99,0,19,2018-05-21,0
7833,Shooter Sniper CS - FPS Games,17,3.5,14823,40000000,1000000,0.0,1,22,2017-02-15,0
7834,CS16Client,17,4.3,8668,9100000,500000,0.0,1,22,2017-04-01,0
7835,CS Browser | #1 & BEST BROWSER,6,3.8,52,2100000,1000,0.0,0,6,2015-08-28,0
7836,Counter Attack - Multiplayer FPS,17,4.3,112565,32000000,1000000,0.0,1,22,2018-07-21,0
7837,DU CS Lectures - Learn to Code for Free,18,4.8,16,7800000,100,0.0,0,8,2018-07-29,0
7838,What's Your CS:GO rank?,17,2.3,278,2400000,10000,0.0,1,29,2017-02-11,0
7839,CS Browser Beta,6,4.3,125,53000000,5000,0.0,0,6,2017-10-16,0
7840,Helper for CS:GO,25,4.4,208,6000000,10000,0.0,0,40,2016-06-16,0
7841,My Nexus for CS:S & CS:GO,18,3.6,783,25000000,50000,0.0,1,9,2016-06-25,0
7842,CS & IT Interview Questions,18,5.0,43,3300000,1000,0.0,0,8,2018-03-27,0
7843,GATE 21 years CS Papers(2011-2018 Solved),3,,1,34000000,50,0.0,0,3,2018-07-24,0
7844,Map Callouts for CS:GO,17,4.3,211,3600000,50000,0.0,0,22,2018-01-26,0
7845,GATE CS Engineering 2019 Exam Prep App,18,4.2,162,6200000,10000,0.0,0,8,2018-02-15,0
7846,Case Simulator Hero for CS:GO,18,4.3,14604,68000000,500000,0.0,1,27,2018-07-04,0
7847,CA CS Network,18,4.7,160,19000000,5000,0.0,0,8,2018-07-25,0
7848,Smokes for CS:GO,18,3.9,3253,3600000,100000,0.0,0,9,2015-04-10,0
7849,Grenade Practice for CS:GO,18,4.4,431,17000000,10000,0.0,0,9,2016-06-13,0
7850,Quiz CS:GO players,17,4.4,460,31000000,50000,0.0,0,29,2018-06-23,0
7851,Puzzle for CS:GO,17,4.3,247,18000000,10000,0.0,0,25,2016-09-16,0
7852,Bomb and Nade Timer for CS:GO,27,2.6,85,6000000,5000,0.0,0,42,2016-04-21,0
7853,Smokes Guide for CS:GO,18,4.3,445,29000000,50000,0.0,0,9,2017-06-01,0
7854,Philips IQon Spectral CT Fundamentals.,19,,2,77000000,100,0.0,0,35,2017-09-21,0
7855,RadRevision: Anatomy on CT,19,3.8,568,42000000,50000,0.0,0,35,2014-01-22,0
7856,Radiology CT Anatomy,19,4.2,345,14000000,50000,0.0,0,35,2018-01-20,0
7857,CT Scan Viewer 3D,19,4.2,6,29000000,1000,0.0,0,35,2018-06-20,0
7858,Learn CT Scan Of Head,3,4.1,10,5700000,5000,0.0,0,3,2018-07-22,0
7859,CT Abdomen Pelvis,19,4.0,36,36000000,10000,0.0,0,35,2018-01-20,0
7860,CT Neck,19,4.4,7,8900000,1000,0.0,0,35,2018-01-20,0
7861,CT Scan Generations,18,4.7,6,5100000,1000,0.0,0,8,2018-04-01,0
7862,Emergency Brain CT,19,,2,19000000,10,0.99,0,35,2018-04-17,0
7863,CT Prepares,31,2.6,13,4300000,1000,0.0,0,45,2016-11-01,0
7864,CT Abdomen,18,4.3,7,62000000,1000,0.0,0,8,2017-02-21,0
7865,CT Brain Interpretation,18,5.0,3,29000000,500,0.0,0,8,2018-07-04,0
7866,CT-Guide & Positioning,18,3.7,6,7800000,1000,0.0,0,8,2018-06-06,0
7867,CT Sessions,19,4.3,62,20000000,5000,0.0,0,35,2014-12-15,0
7868,CT - DTC Lookup,25,4.1,41,986000,10000,0.0,0,40,2013-07-26,0
7869,POCKET ATLAS OF CT HEAD,19,4.3,22,18000000,10000,0.0,0,35,2018-03-16,0
7870,Interactive CT & MRI Anat.Lite,19,3.8,534,14000000,100000,0.0,0,35,2012-07-30,0
7871,CT POSITIONING,19,4.5,18,9300000,5000,0.0,0,35,2018-03-10,0
7872,CT Cervical Spine,19,5.0,5,17000000,1000,0.0,0,35,2018-01-20,0
7873,Trauma CT Head Rules,19,,2,1400000,100,0.0,0,35,2017-04-23,0
7874,CT Head Basic Interpretation,18,,1,16000000,100,0.0,0,8,2018-06-11,0
7875,CT MyChiroTown Mobile,19,3.9,40,4000000,5000,0.0,0,35,2015-07-07,0
7876,CT Lottery,18,3.8,271,8300000,50000,0.0,1,9,2017-06-12,0
7877,Permit Test Connecticut CT DMV,18,4.6,186,9600000,10000,0.0,0,8,2017-10-12,0
7878,POCKET BOOK CT ABDOMEN,19,,0,11000000,100,0.0,0,35,2018-03-16,0
7879,I AM C.T.,13,4.6,28,20000000,1000,0.0,3,13,2017-04-27,0
7880,Solar CT PV System Power,27,4.7,315,14000000,10000,0.0,0,42,2018-01-22,0
7881,CARDIAC CT TECHNIQUE,19,5.0,6,17000000,1000,0.0,0,35,2018-03-10,0
7882,TUTORIAL CT SCAN CARDIAC,19,,1,15000000,1000,0.0,0,35,2018-03-10,0
7883,HEAD TRAUMA CT EVALUATION,19,4.5,18,13000000,10000,0.0,0,35,2018-03-16,0
7884,Simpli CT,25,,4,11000000,100,0.0,0,40,2017-11-30,0
7885,CT Scan Cross Sectional Anatomy,19,4.3,10,46000000,100,0.0,0,35,2018-07-19,0
7886,Remote CT - Smart Remote,25,3.5,3988,11000000,1000000,0.0,0,40,2015-12-22,0
7887,CT-REMOTE,17,3.3,19,1600000,100,4.49,0,22,2015-02-10,0
7888,CT CONNECT,27,,2,28000000,50,0.0,0,42,2017-08-08,0
7890,CT-Stream Player,18,3.9,84,11000000,10000,0.0,0,9,2016-11-21,0
7891,CT Pulmonary Angiography,19,,0,4900000,100,0.0,0,35,2018-03-24,0
7892,Results for CT Lottery,18,4.5,86,8600000,5000,0.0,1,9,2017-03-11,0
7893,Abdominal CT Sectional Walker,19,,2,23000000,100,9.99,0,35,2016-07-08,0
7894,Interactive CT and MRI Anatomy,19,3.4,35,24000000,1000,15.46,0,35,2015-05-27,0
7895,Dine In CT - Food Delivery,21,5.0,4,1600000,1000,0.0,0,37,2016-05-16,0
7896,CT Checkout,11,5.0,1,8400000,50,0.0,0,11,2017-04-20,0
7897,CT and XR Dose Calculator,19,,3,97000,50,0.99,0,35,2014-01-22,0
7898,Chest CT Sectional Walker,19,,2,20000000,100,9.99,0,35,2016-07-09,0
7899,Radiological Anatomy For FRCR1,19,4.8,12,44000000,100,6.99,0,35,2014-01-22,0
7900,Radiology CT Viewer,19,3.6,35,88000000,10000,0.0,0,35,2018-01-20,0
7901,POCKET ATLAS CARDIAC MRI AND CT,19,,0,4800000,50,0.0,0,35,2018-07-18,0
7902,"CU: UPI Payments, Chat & Call",11,4.3,693,32000000,100000,0.0,1,11,2018-05-03,0
7903,CU of Colorado Mobile Banking,11,4.0,347,25000000,10000,0.0,0,11,2018-02-06,0
7904,Tech CU Mobile Banking,11,4.5,853,27000000,10000,0.0,0,11,2018-07-12,0
7905,My CU - Caucasus University,27,4.6,48,7300000,1000,0.0,0,42,2017-11-22,0
7906,Service CU Mobile Banking,11,4.7,6208,14000000,100000,0.0,0,11,2018-06-12,0
7907,Redwood CU v3.1.0,11,3.8,480,15000000,50000,0.0,0,11,2018-05-24,0
7909,BayPort CU Mobile Banking,11,4.7,2374,16000000,10000,0.0,0,11,2018-07-31,0
7910,CU SoCal Mobile Banking,11,4.0,253,25000000,10000,0.0,0,11,2018-05-02,0
7911,Tropical Financial CU,11,4.6,1231,14000000,10000,0.0,0,11,2018-06-12,0
7912,Travis CU,11,2.0,207,2900000,10000,0.0,0,11,2018-02-16,0
7913,Commonwealth CU Go Mobile,11,4.3,231,18000000,10000,0.0,0,11,2017-09-15,0
7914,Public Service CU Mobile,11,2.0,314,35000000,10000,0.0,0,11,2017-03-14,0
7915,Freedom CU,11,3.6,117,25000000,10000,0.0,0,11,2018-06-22,0
7916,Meritrust CU Mobile Banking,11,4.7,3661,14000000,50000,0.0,0,11,2018-06-12,0
7917,Nusenda CU– Mobile Banking,11,3.5,805,6500000,50000,0.0,0,11,2018-07-17,0
7918,Lake Michigan CU Mobile,11,4.0,732,5500000,50000,0.0,0,11,2018-04-02,0
7919,Maps CU,11,3.5,256,28000000,10000,0.0,0,11,2017-11-02,0
7920,Family Savings CU Mobile,11,4.3,323,17000000,10000,0.0,0,11,2017-09-08,0
7921,FORUM Credit Union CU Online,11,4.1,196,7300000,10000,0.0,0,11,2018-06-30,0
7922,Educators CU Mobile Banking,11,4.6,1992,24000000,50000,0.0,0,11,2018-06-20,0
7923,Space Coast CU Mobile,11,3.8,922,2100000,100000,0.0,0,11,2017-07-13,0
7924,First Tech Federal CU,11,4.3,4290,24000000,50000,0.0,0,11,2018-07-19,0
7925,Southland CU,11,3.8,109,2800000,10000,0.0,0,11,2017-07-20,0
7926,Tech CU Card Manager,11,1.0,2,7200000,1000,0.0,0,11,2017-07-25,0
7927,Numerica CU,11,3.8,472,8600000,50000,0.0,0,11,2018-02-21,0
7928,Red River CU,11,3.3,343,2300000,10000,0.0,0,11,2017-06-21,0
7929,Firefighters First CU,11,4.8,495,12000000,5000,0.0,0,11,2018-05-01,0
7932,Navigator PRO - GPS Navigation with Offline Maps,24,3.6,892,70000000,50000,2.49,0,39,2018-08-01,0
7933,My Vodafone (GR),6,3.8,12667,34000000,1000000,0.0,0,6,2018-08-01,0
7934,HTC Transfer Tool,25,4.3,40907,2600000,5000000,0.0,0,40,2017-07-27,0
7935,Planet of Cubes Survival Craft,18,3.9,475944,35000000,10000000,0.0,0,27,2018-06-26,0
7936,Moto Rider,17,4.2,115176,24000000,10000000,0.0,1,26,2018-06-15,0
7937,Shadow Fight 2,17,4.6,10981850,88000000,100000000,0.0,2,22,2018-07-02,0
7938,Crazy Wheels,17,4.0,121082,7000000,10000000,0.0,1,17,2018-01-17,0
7939,Curriculum vitae App CV Builder Free Resume Maker,4,4.5,4571,3900000,500000,0.0,0,4,2018-07-08,0
7941,CV Engineer - Free Resume Maker & CV Templates,4,4.6,213,3800000,10000,0.0,0,4,2018-04-11,0
7942,CV Examples 2018,18,4.5,625,26000000,100000,0.0,0,8,2018-07-30,0
7943,Curriculum Vitae,4,3.7,3757,5000000,1000000,0.0,0,4,2016-03-29,0
7944,Free resume builder CV maker templates PDF formats,4,4.4,9555,4700000,1000000,0.0,0,4,2018-07-19,0
7945,Resume Builder - Free CV Maker & Premium Templates,4,4.6,770,5600000,100000,0.0,0,4,2018-08-03,0
7946,Easy Cv maker 2018,3,3.9,88,5300000,10000,0.0,0,3,2018-03-31,0
7947,Resume PDF Maker / CV Builder,4,4.4,2147,2200000,500000,0.0,0,4,2017-12-14,0
7948,Resume & CV Creator by Desygner,27,4.5,48,26000000,5000,0.0,0,42,2018-07-23,0
7949,CV S ( CV Editor - Resume ),4,4.5,3972,5600000,100000,0.0,1,4,2018-06-25,0
7950,CV Formats 2018,18,4.3,374,26000000,100000,0.0,0,8,2017-10-09,0
7951,CV Maker Pro,4,3.7,113,8600000,10000,0.0,0,4,2018-06-09,0
7952,Free CV Creator,25,3.9,37,21000000,10000,0.0,0,40,2018-07-18,0
7953,"Job CV Maker-Portfolio Maker , Resume Maker",18,3.9,139,4800000,50000,0.0,0,8,2018-07-16,0
7954,Resume Builder and CV maker app,27,4.3,2303,15000000,100000,0.0,0,42,2018-08-02,0
7955,HOW TO WRITE A CV,4,4.1,489,20000000,100000,0.0,0,4,2018-06-27,0
7956,CV EXAMPLES,4,4.1,423,20000000,100000,0.0,0,4,2018-06-07,0
7957,Cv maker / Job cv maker,18,4.4,14,5500000,1000,0.0,0,8,2018-03-27,0
7958,"Resume Builder Free, CV Maker & Resume Templates",4,4.4,20921,5700000,1000000,0.0,0,4,2018-01-11,0
7959,"Free Professional Resume Builder, CV, Cover Letter",4,4.2,831,11000000,50000,0.0,0,4,2018-06-13,0
7960,Resume Free,27,4.5,27820,4700000,1000000,0.0,0,42,2018-07-29,0
7961,How to Write CV,3,4.6,244,4100000,100000,0.0,0,3,2016-04-22,0
7962,"Super Resume Builder Pro, CV",4,4.4,244,6900000,1000,4.99,0,4,2017-08-17,0
7963,Free Resume Builder – CV Maker,4,4.4,25,12000000,5000,0.0,0,4,2018-06-09,0
7965,CV Builder,4,3.8,203,5900000,10000,0.0,0,4,2016-09-30,0
7966,Curriculum Vitae - Resume CV,27,2.6,80,2200000,10000,0.0,0,42,2017-05-11,0
7967,"Resume Maker:Free CV Maker,Templates Builder",4,4.2,715,7100000,100000,0.0,0,4,2018-08-01,0
7968,Resume Builder / CV Maker & Templates,4,4.4,25,7900000,5000,0.0,0,4,2018-01-19,0
7969,CV maker for Job Applications and Resume Maker,25,4.2,75,25000000,10000,0.0,0,40,2018-01-31,0
7970,CV Templates 2018,18,4.0,13,26000000,5000,0.0,0,8,2017-10-09,0
7971,Job CV Maker & Portfolio Maker,18,4.2,593,4900000,100000,0.0,0,8,2018-01-01,0
7972,CV Maker for Job Applications:Photo Resume Builder,25,4.0,114,25000000,10000,0.0,0,40,2018-06-09,0
7973,CV Creator,18,4.4,31,8300000,10000,0.0,0,8,2018-01-08,0
7974,Resume ( CV Editor ),4,4.5,416,6000000,10000,0.0,0,4,2018-06-30,0
7975,CV Maker,26,3.2,114,3000000,10000,0.0,0,41,2016-03-18,0
7976,Resume Maker - Creator,4,4.3,740,19000000,50000,0.0,0,4,2018-08-04,0
7977,CV Builder for Smart Resumes,4,3.4,22,4100000,1000,0.0,0,4,2017-05-23,0
7978,CV-RECORD Pro,6,2.3,42,6000000,1000,0.99,0,6,2017-01-12,0
7979,CV-Library Job Search,4,4.4,6997,4600000,100000,0.0,0,4,2018-07-06,0
7980,CV Samples 2018,4,4.3,34,26000000,10000,0.0,0,4,2017-10-10,0
7981,CV (Curriculum Vitae / Resume) Maker,4,,4,4400000,5000,0.0,0,4,2017-12-27,0
7982,"Easy Resume Builder, Resume help, Curriculum vitae",25,4.3,996,10000000,50000,0.0,0,40,2017-09-28,0
7983,Resume / CV,4,3.6,125,5000000,10000,0.0,0,4,2015-12-28,0
7984,VisualCV Resume Builder,4,4.6,2555,16000000,100000,0.0,0,4,2017-06-02,0
7985,Resume Maker / CV creator & Templates,25,4.2,54,22000000,5000,0.0,0,40,2018-04-15,0
7986,Resume Builder - Curriculum Vitae & Resume Maker,4,4.0,12,8100000,5000,0.0,0,4,2018-06-07,0
7987,The CW,18,4.4,288209,21000000,5000000,0.0,1,9,2018-07-23,0
7988,CW Seed,18,4.5,16391,13000000,500000,0.0,1,9,2018-07-18,0
7989,The CW TV app,18,3.2,24,4800000,5000,0.0,0,9,2018-07-28,0
7990,CW TV,31,1.7,367,6100000,50000,0.0,0,45,2018-03-02,0
7991,The CW TN app 2018,18,2.2,54,4300000,10000,0.0,0,9,2018-04-30,0
7992,Archie Comics,5,3.8,5084,6200000,100000,0.0,0,5,2018-06-19,0
7993,2 Amateur ham radio CW Morse code practice keys TX,6,4.8,6,3500000,100,1.49,0,6,2018-03-05,0
7994,All Star Of CW,18,,0,2400000,10,0.0,0,30,2018-02-06,0
